"","Handling","Offer","Choice","RT","Experiment.Time","Block"
"1",10,4,0,0.702739953994751,7.75870513916016,1
"2",10,8,1,10.0168328285217,25.8055331707001,1
"3",10,20,1,10.015692949295,45.8725471496582,1
"4",10,20,1,10.0151240825653,65.9395821094513,1
"5",10,8,0,0.483834028244019,76.4749910831451,1
"6",10,4,0,0.350864887237549,84.8754642009735,1
"7",10,4,0,0.249780178070068,93.1581211090088,1
"8",10,8,1,10.0151069164276,111.207056999207,1
"9",10,8,1,10.015527009964,131.27410697937,1
"10",10,20,1,10.0158021450043,151.341150045395,1
"11",10,4,0,0.301348924636841,161.693910121918,1
"12",10,20,1,10.0154511928558,179.741654157639,1
"13",10,4,0,0.317605972290039,190.110748052597,1
"14",10,20,1,10.0151059627533,208.158822059631,1
"15",10,4,0,0.267307043075562,218.477693080902,1
"16",10,8,0,0.61559796333313,227.126064062119,1
"17",10,20,1,10.0155560970306,245.175958156586,1
"18",10,8,0,0.284688949584961,255.511805057526,1
"19",10,20,1,10.0153870582581,273.559463024139,1
"20",10,4,0,0.234144926071167,283.844856023788,1
"21",10,20,1,10.0153188705444,301.893020153046,1
"22",10,8,0,0.250677108764648,312.195093154907,1
"23",10,4,0,0.267672061920166,320.495522022247,1
"24",10,8,1,10.0154390335083,338.543272018433,1
"25",10,4,0,0.901007890701294,349.495645999908,1
"26",10,20,1,10.0156140327454,367.543482065201,1
"27",10,8,0,0.267626047134399,377.862523078918,1
"28",10,8,0,0.334330081939697,386.229329109192,1
"29",10,4,0,0.350924968719482,394.612554073334,1
"30",10,20,1,10.0153088569641,412.660492181778,1
"31",2,8,1,2.01623892784119,432.894374132156,2
"32",2,20,1,2.01551198959351,452.960757017136,2
"33",2,8,0,0.267544984817505,471.279771089554,2
"34",2,4,1,2.01605105400085,489.32798910141,2
"35",2,20,1,2.01569008827209,509.394745111465,2
"36",2,4,1,2.01526999473572,529.46112704277,2
"37",2,4,1,2.01575899124146,549.528305053711,2
"38",2,20,1,2.01527094841003,569.594683170319,2
"39",2,20,1,2.01609301567078,589.661468029022,2
"40",2,8,1,2.01582407951355,609.728650093079,2
"41",2,4,1,2.01533699035645,629.794995069504,2
"42",2,8,1,2.01535201072693,649.8618080616,2
"43",2,8,1,2.01576900482178,669.928958177567,2
"44",2,20,1,2.01543402671814,689.995370149612,2
"45",2,4,1,2.01539492607117,710.062105178833,2
"46",2,4,0,0.301030874252319,728.414474010468,2
"47",2,20,1,2.01514601707458,746.462097167969,2
"48",2,8,1,2.01560401916504,766.528910160065,2
"49",2,4,0,0.234421014785767,784.814687013626,2
"50",2,8,1,2.01541519165039,802.862409114838,2
"51",2,20,1,2.01544213294983,822.929135084152,2
"52",2,20,1,2.01536083221436,842.995874166489,2
"53",14,20,1,14.0154900550842,882.879354000092,3
"54",14,4,0,0.234409093856812,889.165053129196,3
"55",14,8,0,0.217880964279175,893.415122032166,3
"56",14,8,0,0.117079973220825,897.56444811821,3
"57",14,4,0,0.250165939331055,901.84753704071,3
"58",14,20,1,14.0153300762177,919.896198034286,3
"59",14,20,1,14.0154690742493,939.962965011597,3
"60",14,8,0,0.250874042510986,946.2651720047,3
"61",14,4,0,0.351054906845093,950.648656129837,3
"62",14,8,0,0.234762191772461,954.914868116379,3
"63",14,20,1,14.0153920650482,972.963093042374,3
"64",14,4,0,0.25187087059021,979.26561999321,3
"65",14,20,1,14.0158259868622,997.313232183456,3
"66",14,8,0,0.234246969223022,1003.59892606735,3
"67",14,8,0,0.0175728797912598,1007.64889597893,3
"68",14,4,0,0.683835983276367,1012.36544513702,3
"69",14,20,1,14.0154659748077,1030.4134721756,3
"70",14,4,0,0.184612989425659,1036.64848518372,3
"71",14,20,1,14.015939950943,1054.69688415527,3
"72",14,8,0,0.234166860580444,1060.98235917091,3
"73",14,4,0,0.201059103012085,1065.21515107155,3
"74",14,4,0,0.0673718452453613,1069.31560516357,3
"75",14,20,1,14.0154500007629,1087.36371397972,3
"76",14,8,0,0.217393159866333,1093.63278412819,3
"77",14,8,0,0.0508689880371094,1097.71592998505,3
"78",14,4,0,0.434906959533691,1102.18280506134,3
"79",14,4,0,0.201306104660034,1106.41639614105,3
"80",14,20,1,14.0156700611115,1124.46398901939,3
"81",14,20,1,14.0153279304504,1144.53077197075,3
"82",14,8,0,0.218117952346802,1150.80022501945,3
"83",14,4,0,0.26772403717041,1155.0998711586,3
"84",14,20,1,14.0154139995575,1173.1475880146,3
"85",14,20,1,14.0154690742493,1193.21437501907,3
"86",14,4,0,0.184253215789795,1199.44990515709,3
"87",14,8,0,0.0987939834594727,1203.58139014244,3
"88",14,8,0,0.350540161132812,1207.96629309654,3
"89",14,8,0,0.150993824005127,1212.15009617805,3
"90",14,4,0,0.467687845230103,1216.65020298958,3
"91",14,8,0,0.233422994613647,1220.91598010063,3
"92",14,4,0,0.267683982849121,1225.21688508987,3
"93",14,20,1,14.015506029129,1243.26473212242,3
"94",14,20,1,14.0149409770966,1263.33110499382,3
"95",14,8,0,0.251186847686768,1269.63400316238,3
"96",14,20,1,14.0154571533203,1287.68169307709,3
"97",10,4,0,0.468371868133545,1328.08445501328,4
"98",10,20,1,10.0152978897095,1346.13211917877,4
"99",10,20,1,10.0157289505005,1366.19895505905,4
"100",10,8,0,0.334500074386597,1376.58478808403,4
"101",10,4,0,0.134285926818848,1384.75133800507,4
"102",10,8,0,0.267915010452271,1393.05183315277,4
"103",10,8,1,10.015515089035,1411.09929609299,4
"104",10,8,0,0.250871181488037,1421.40158414841,4
"105",10,20,1,10.0153601169586,1439.44954800606,4
